artist,genres
Barren Cross,"['christian metal', 'christian power metal', 'deep christian rock']"
Foo Fighters,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
Anthelion,"['deep symphonic black metal', 'taiwan metal']"
ohbliv,"['abstract beats', 'wonky']"
Silent Knight,['australian metal']
Blue Stahli,"['cyberpunk', 'future rock', 'industrial metal']"
Gym Class Heroes Featuring Ryan Tedder,"['dance pop', 'pop rap', 'pop rock']"
Martin Garrix Featuring Macklemore & Patrick Stump,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']"
Aloe Blacc,"['pop soul', 'r&b']"
Joshua Redman,"['contemporary jazz', 'contemporary post-bop', 'jazz', 'jazz fusion', 'jazz saxophone', 'straight-ahead jazz', 'uk contemporary jazz']"
Julius Aston,"['background music', 'focus']"
A$AP Ferg Featuring Future,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
Black Book Lodge,['danish metal']
Stella Donnelly,"['australian singer-songwriter', 'perth indie']"
Barns Courtney,"['modern alternative rock', 'modern rock', 'rock']"
The Butterflies,['vintage dutch pop']
Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
Trippie Redd Featuring Travis Scott,"['melodic rap', 'rap', 'trap']"
Tab Benoit,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'louisiana blues', 'memphis blues', 'modern blues', 'modern blues rock', 'new orleans blues', 'swamp blues']"
John Coltrane Quartet,"['bebop', 'free jazz', 'hard bop', 'jazz', 'jazz quartet', 'jazz saxophone']"
Hiss Golden Messenger,"['alternative country', 'deep new americana', 'folk', 'indie folk', 'modern folk rock', 'new americana', 'north carolina indie', 'north carolina roots', 'roots rock', 'stomp and holler']"
Bruno Mars,"['dance pop', 'pop']"
Meek Mill Featuring Cardi B,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Joseph Tawadros,"['arab folk', 'arabic jazz', 'australian jazz', 'oud']"
Raymix,"['musica mexicana', 'nu-cumbia', 'tropical']"
Bing & Ruth,"['ambient', 'compositional ambient', 'drone', 'fourth world', 'neo-classical', 'pastoral']"
Meek Mill Featuring Ella Mai,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
C. Da Afro,"['disco house', 'funky house', 'future funk']"
David Lee Murphy & Kenny Chesney,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
Migos Featuring DJ Khaled,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Nicki Minaj Featuring 2 Chainz,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']"
Guts,"['bboy', 'electronica', 'nu jazz']"
Holocausto,['brazilian metal']
Anna Kendrick,"['hollywood', 'movie tunes']"
DJ Isaac,"['australian dance', 'classic hardstyle', 'euphoric hardstyle', 'gabba', 'happy hardcore', 'hardcore techno', 'rawstyle']"
Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"Sech, Darell, Nicky Jam, Ozuna & Anuel AA","['latin', 'panamanian pop', 'reggaeton', 'trap latino']"
The Downtown Fiction,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']"
Myth Syzer,"['french hip hop', 'rap calme']"
J. Cole Featuring TLC,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']"
Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']"
Ranveer Singh,"['desi hip hop', 'desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']"
The Maine,"['modern alternative rock', 'modern rock', 'neon pop punk', 'pop emo', 'pop punk', 'pop rock', 'rock', 'tempe indie']"
Iggy Azalea Featuring Charli XCX,"['australian hip hop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']"
Russ,"['hawaiian hip hop', 'rap']"
Stanley Turrentine,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']"
Pestilence,"['brutal death metal', 'death metal', 'deathrash', 'dutch death metal', 'dutch metal', 'metal', 'old school thrash', 'technical death metal']"
Mega Drive,"['cyberpunk', 'dark clubbing', 'darksynth', 'synthwave']"
Jerrod Niemann,"['contemporary country', 'country', 'country road', 'modern country rock']"
Greg Bates,"['country road', 'modern country rock']"
Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']"
Oneke,['focus']
Rivers & Robots,"['ambient worship', 'christian pop', 'instrumental worship']"
Georgia Anne Muldrow,"['alternative hip hop', 'indie jazz']"
Bill Frisell,"['contemporary jazz', 'jazz', 'jazz fusion', 'jazz guitar']"
Skrillex,"['brostep', 'complextro', 'edm', 'electro', 'pop rap']"
Walter Trout,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock']"
Mnemic,"['cyber metal', 'danish metal', 'groove metal', 'melodic metalcore', 'nu metal']"
Hard Excess,['austrian metal']
Scotty McCreery,"['contemporary country', 'country', 'country road', 'modern country rock']"
Brenda Lee,"['adult standards', 'brill building pop', 'lounge', 'rockabilly', 'vocal jazz']"
The White Buffalo & The Forest Rangers,['new americana']
Bruno Mars & Cardi B,"['dance pop', 'pop']"
Blake Shelton Featuring Ashley Monroe,"['contemporary country', 'country', 'country road', 'oklahoma country']"
Jaheim,"['contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
"benny blanco, Tainy, Selena Gomez & J Balvin","['pop', 'pop rap']"
High Valley,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
6ix9ine Featuring A Boogie Wit da Hoodie,"['emo rap', 'rap']"
Innoss'B,"['african gospel', 'azontobeats']"
The Chainsmokers & Coldplay,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Wiz Khalifa Featuring Too $hort,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
The Mahones,"['canadian celtic', 'canadian punk', 'celtic punk', 'kingston on indie']"
The Chainsmokers Featuring Daya,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Talla 2XLC,"['bubble trance', 'frankfurt electronic', 'german techno', 'progressive house', 'trance', 'uplifting trance']"
Knowa Knowone,['glitch hop']
Suicide Silence,"['deathcore', 'melodic metalcore', 'metalcore']"
Urfaust,"['ambient black metal', 'atmospheric black metal', 'black metal', 'cosmic black metal', 'dutch black metal', 'pagan black metal', 'voidgaze']"
Sage The Gemini,"['dance pop', 'hyphy', 'pop rap', 'rap', 'southern hip hop']"
Daniel Pemberton,"['british soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']"
B.o.B Featuring Taylor Swift,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'pop rock', 'rap', 'southern hip hop']"
Usher Featuring Juicy J,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Cardi B Featuring SZA,"['dance pop', 'pop', 'pop rap', 'rap']"
Lil Jon Featuring LMFAO,"['atl hip hop', 'crunk', 'dance pop', 'dirty south rap', 'old school atlanta hip hop', 'pop rap', 'southern hip hop']"
Migos,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'trap']"
Baths,"['chillwave', 'wonky']"
YoungBoy Never Broke Again,"['baton rouge rap', 'trap']"
Blake Shelton & Dia Frampton,"['contemporary country', 'country', 'country road', 'oklahoma country']"
Don Toliver,"['pop', 'rap', 'trap']"
Guru,"['boston hip hop', 'east coast hip hop', 'hip hop']"
Delle Alpi,['atmosphere']
Girlpool,"['anti-folk', 'art pop', 'bubblegrunge', 'indie pop', 'indie punk']"
Agent K,['broken beat']
Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']"
Mike Dunn,"['chicago house', 'classic house', 'deep house', 'disco house', 'funky house', 'hip house', 'soulful house', 'vocal house']"
Anuel AA & Romeo Santos,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
Testament,"['alternative metal', 'death metal', 'groove metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']"
Banda Tierra Sagrada,"['banda', 'musica mexicana', 'nueva musica mexicana']"
Buddy Guy,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'country blues', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']"
Omac,['west australian hip hop']
They Dream By Day,"['atmosphere', 'background music', 'focus']"
Al Gromer Khan,"['meditation', 'sitar', 'world fusion']"
Drake Featuring Sampha,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Gym Class Heroes Featuring Neon Hitch,"['dance pop', 'pop rap', 'pop rock']"
Otto Totland,"['compositional ambient', 'focus', 'neo-classical']"
Beast In Black,"['finnish heavy metal', 'finnish power metal', 'melodic metal', 'power metal']"
Avantasia,"['german metal', 'german power metal', 'melodic metal', 'metal', 'neo classical metal', 'opera metal', 'power metal', 'symphonic metal']"
Sara Watkins,"['bluegrass', 'bluegrass gospel', 'folk', 'lilith', 'new americana', 'progressive bluegrass']"
Troye Sivan,"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']"
Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,[]
Lifehouse,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
From The Dark,['alabama metal']
Arizona Zervas,"['pop rap', 'rhode island rap', 'social media pop']"
Twista Featuring Chris Brown,"['chicago rap', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'trap', 'urban contemporary']"
Daddy Yankee,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']"
August Burns Red,"['christian metal', 'christian metalcore', 'deathcore', 'melodic metalcore', 'metalcore', 'screamo']"
Christina Perri Featuring Steve Kazee,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
Ne-Yo,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Drake Featuring JAY-Z,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Dre Murray,"['christian hip hop', 'gospel rap']"
Rick Ross Featuring Wale & Drake,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Glee Cast,"['glee club', 'hollywood', 'post-teen pop']"
Flo Rida Featuring David Guetta,"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
Jamie N Commons & X Ambassadors,"['modern alternative rock', 'modern rock', 'pop', 'pop rap', 'pop rock', 'rock', 'stomp pop']"
Us3,"['jazz rap', 'nu jazz']"
Timecop1983,"['cyberpunk', 'synthwave']"
Nate Fifield,['ballet class']
Benny Sings,"['dutch pop', 'indie soul']"
Usher Featuring will.i.am,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']"
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']"
Hannibal Buress,"['black comedy', 'comedy', 'comic']"
Pray TV,['australian alternative rock']
Charlie Puth Featuring Meghan Trainor,"['dance pop', 'pop', 'viral pop']"
RetroElectric Big Band,"['electro swing', 'nu jazz']"
Cashmere Cat,"['dance pop', 'downtempo', 'pop', 'post-teen pop', 'shiver pop']"
Kanye West Jay Z,"['chicago rap', 'rap']"
Gavin Luke,"['compositional ambient', 'focus']"
Bizzle,"['christian hip hop', 'christian trap']"
Erykah Badu,"['afrofuturism', 'hip hop', 'neo soul', 'r&b', 'urban contemporary']"
"Kristen Bell, Agatha Lee Monn & Katie Lopez","['disney', 'hollywood']"
Sister Rosetta Tharpe,"['acoustic blues', 'blues', 'gospel blues', 'traditional blues']"
Deep Watch,"['background music', 'focus']"
Kendrick Lamar Featuring Rihanna,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare","['dance pop', 'pop', 'r&b']"
Krut,['ukrainian indie']
Auli'i Cravalho,"['disney', 'hollywood', 'movie tunes', 'show tunes']"
Maren Morris Featuring Vince Gill,"['contemporary country', 'country', 'texas country']"
Joyner Lucas & Chris Brown,"['boston hip hop', 'hip hop', 'pop rap', 'rap']"
Adrian Von Ziegler,['dungeon synth']
Gershon Jackson,['chicago house']
Manilla Road,"['doom metal', 'metal', 'neo-trad metal', 'nwothm', 'us power metal']"
John Newman,[]
Justin Bieber Featuring Jaden Smith,"['canadian pop', 'pop']"
Calvin Harris Featuring Future & Khalid,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'progressive house', 'uk dance']"
Hailee Steinfeld,"['dance pop', 'pop', 'post-teen pop']"
Drake Featuring The Throne,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
LMFAO Featuring Lauren Bennett & GoonRock,"['dance pop', 'pop rap']"
Heyoka,"['downtempo bass', 'glitch hop']"
Jeff Rosenstock,"['alternative emo', 'bubblegrunge', 'emo', 'folk punk', 'indie punk', 'indie rock', 'modern power pop']"
Iyaz,"['dance pop', 'pop rap']"
Kendrick Lamar Featuring Zacari,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
Chris Cagle,"['contemporary country', 'country', 'country road', 'modern country rock']"
Jon Bellion,['pop rap']
Gucci Mane Featuring Plies Or OJ Da Juiceman,"['atl hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Deep Dive Corp.,['electro jazz']
Noah Cyrus Featuring Labrinth,"['dance pop', 'pop', 'post-teen pop']"
Living Death,"['german metal', 'german thrash metal', 'old school thrash', 'thrash metal']"
Lambert,"['compositional ambient', 'neo-classical']"
Tiesto Featuring Matthew Koma,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']"
J Balvin,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Antologie,"['background music', 'focus']"
Brantley Gilbert + Lindsay Ell,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
Völund Smed,['danspunk']
Josh Turner,"['contemporary country', 'country', 'country road', 'modern country rock']"
Solange,"['afrofuturism', 'alternative r&b', 'dance pop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
Kodak Black,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Statik Selektah,"['alternative hip hop', 'boom bap', 'boston hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'underground hip hop']"
Galantis,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']"
Ciara Featuring Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
The Revivalists,"['indie folk', 'modern alternative rock', 'modern blues rock', 'modern rock', 'rock', 'stomp and holler']"
The Weeknd Featuring Future,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Far*East Movement Featuring Cataracs & Dev,"['asian american hip hop', 'dance pop', 'pop rap']"
YG Featuring Drake & Kamaiyah,"['cali rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Exmortem,"['danish death metal', 'danish metal']"
Calibre 50,['musica mexicana']
Juice WRLD & YoungBoy Never Broke Again,"['chicago rap', 'melodic rap']"
Yo Gotti Featuring Nicki Minaj,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
Pharrell Williams,"['hip hop', 'pop', 'pop rap']"
Terry Riley,"['american contemporary classical', 'avant-garde', 'compositional ambient', 'contemporary classical', 'drone', 'experimental', 'fourth world', 'minimalism', 'tzadik']"
My Darkest Days,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge']"
Doja Cat & Tyga,"['dance pop', 'pop']"
The Swing Bot,['electro swing']
Danger Liker,['canadian post-hardcore']
Super Furry Animals,"['alternative rock', 'britpop', 'chamber psych', 'welsh indie', 'welsh rock']"
Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
Spencer Day,['contemporary vocal jazz']
Matisyahu,['reggae fusion']
Orion's Reign,"['greek metal', 'melodic metal', 'symphonic power metal']"
Hannah Huston,['deep talent show']
Knight Riderz,['glitch hop']
Fantasia,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'quiet storm', 'r&b', 'urban contemporary']"
Chris Jamison,['deep talent show']
Yolanda Be Cool,"['australian dance', 'australian house', 'bass house']"
Billy Kenny,['bass house']
Bobby Bazini,"['canadian pop', 'indie quebecois']"
Tinie Tempah Featuring Wiz Khalifa,"['dance pop', 'edm', 'grime', 'house', 'pop dance', 'pop rap', 'tropical house']"
"Pitbull Featuring Ne-Yo, Afrojack & Nayer","['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']"
Mastic Scum,['austrian metal']
Tiwa Savage,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian pop']"
Zedd Featuring Jon Bellion,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']"
Bebo Best,"['electro swing', 'italian lounge', 'nu jazz']"
Macklemore & Ryan Lewis Featuring Mary Lambert,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
"Kanye West, Big Sean, Pusha T, 2 Chainz","['chicago rap', 'rap']"
YFN Lucci Featuring PnB Rock,"['arkansas hip hop', 'atl hip hop', 'melodic rap', 'pop r&b', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Kenny Chesney Featuring Grace Potter,"['contemporary country', 'country', 'country road']"
Arcanjo Ras,['brazilian reggae']
Leonardo Da Vinyl,['experimental dubstep']
Christina Aguilera & Beverly McClellan,"['dance pop', 'pop', 'post-teen pop']"
Jess Glynne,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
Thompson Square,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
J Balvin & Willy William Featuring Beyonce,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Smile Empty Soul,"['alternative metal', 'christian rock', 'nu metal', 'post-grunge', 'rap rock']"
Keith Urban,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']"
Olly Murs Featuring Chiddy Bang,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']"
Black Tiger Sex Machine,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electro trash', 'electronic trap']"
Kiesza,"['electropop', 'pop edm']"
Idina Menzel & Evan Rachel Wood,"['hollywood', 'show tunes']"
The Lonely Island Featuring Akon,"['comedy rap', 'comic', 'pop rap']"
This Century,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo']"
Travie McCoy Featuring Bruno Mars,"['dance pop', 'pop rap']"
Joshua Hyslop,"['acoustic pop', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'pop rock']"
FaltyDL,"['future garage', 'uk bass', 'wonky']"
Twin Peaks,"['chicago indie', 'indie garage rock', 'indie rock', 'modern power pop']"
Nmesh,"['dreampunk', 'hardvapour', 'mallsoft', 'vaporwave']"
Nickelback,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Shakira Featuring Lil Wayne,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']"
Tori Kelly,"['dance pop', 'pop']"
Spoon,"['alternative rock', 'austindie', 'indie pop', 'indie rock', 'modern rock', 'rock']"
Vader,"['black metal', 'brutal death metal', 'death metal', 'deathrash', 'metal', 'polish death metal', 'polish metal', 'polish thrash metal']"
Jeremy Camp,"['ccm', 'christian alternative rock', 'christian music', 'worship']"
WE the Kings Featuring Demi Lovato,"['neon pop punk', 'piano rock', 'pop emo', 'pop punk', 'pop rock', 'post-teen pop']"
LANCO,"['contemporary country', 'country pop']"
"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble","['hollywood', 'show tunes']"
Tanya Gordon,['ballet class']
Kink,"['bulgarian electronic', 'deep house', 'disco house', 'float house', 'minimal tech house', 'tech house']"
Little Big Town,"['contemporary country', 'country', 'country dawn', 'country road']"
Joe Arroyo,"['salsa', 'salsa colombiana', 'tropical']"
Brett Young,"['contemporary country', 'country']"
Khalid,"['pop', 'pop r&b']"
"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin","['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
YNW Melly,"['melodic rap', 'trap']"
Masala Roo,['atmosphere']
David Torn,"['dark jazz', 'experimental guitar', 'jazz guitar']"
Feelds,['australian alternative pop']
Kodak Black Featuring XXXTENTACION,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'rap', 'trap']"
Julien Baker,"['ambient folk', 'art pop', 'indie pop', 'indie rock']"
Grupo Ensamble,['cumbia sonidera']
B.o.B Featuring Hayley Williams,"['atl hip hop', 'dance pop', 'hip hop', 'pop', 'pop rap', 'pop rock', 'rap', 'southern hip hop']"
Lewis Capaldi,"['pop', 'uk pop']"
iwrestledabearonce,"['alabama metal', 'american metalcore', 'deathcore', 'melodic metalcore', 'nintendocore']"
John Fahey,"['acoustic blues', 'american folk revival', 'american primitive', 'drone folk', 'experimental', 'fingerstyle', 'folk', 'folk rock', 'traditional blues']"
Rob De Nijs,"['dutch pop', 'dutch rock', 'nederpop']"
The Friday Night Boys,"['alternative pop rock', 'neon pop punk', 'pixie', 'pop emo']"
Thomas Rhett Featuring Maren Morris,"['contemporary country', 'country', 'country road', 'modern country rock']"
Fetty Wap Featuring Remy Boyz,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"Jay-Z, Rihanna & Kanye West","['east coast hip hop', 'hip hop', 'rap']"
Miss K8,"['dark hardcore', 'gabba', 'hardcore techno', 'uptempo hardcore']"
Nokae,['kawaii future bass']
Rebecca Black,"['art pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'pop', 'post-teen pop']"
"Shaggy Featuring Mohombi, Faydee, Costi","['pop rap', 'reggae fusion']"
Kizz Daniel,"['afropop', 'azontobeats', 'nigerian pop']"
Sam Smith Featuring Logic,"['dance pop', 'pop', 'uk pop']"
Drake Featuring T.I. & Swizz Beatz,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Moon Laika,['background music']
Vital Remains,"['black metal', 'brutal death metal', 'death metal', 'new england metal', 'technical death metal']"
Duck Sauce,"['disco house', 'edm', 'electro house', 'filter house', 'vocal house']"
Metro Boomin Featuring Offset & Drake,"['hip hop', 'rap', 'southern hip hop', 'trap']"
T.I. Featuring Iggy Azalea,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Kastle,"['future garage', 'uk bass']"
Trevor Daniel,"['alternative r&b', 'melodic rap', 'pop', 'pop rap']"
Travie McCoy Featuring Jason Mraz,"['dance pop', 'pop rap']"
PIKOTARO,[]
Aphyxion,"['danish death metal', 'danish metal']"
Cæcilie Norby,"['contemporary vocal jazz', 'danish jazz']"
MC Koringa,"['funk carioca', 'funk das antigas', 'funk ostentacao']"
Kumbhaka,"['atmosphere', 'background music', 'focus']"
Ariana Grande Featuring Future,"['dance pop', 'pop']"
"Artists Of Then, Now & Forever",[]
"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens","['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Robin Thicke Featuring T.I. + Pharrell,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'r&b', 'urban contemporary']"
Igorrr,"['avant-garde metal', 'breakcore', 'cybergrind', 'french metal', 'opera metal']"
DaVido,"['afropop', 'ghanaian hip hop', 'nigerian pop']"
The Soundcarriers,"['chamber psych', 'garage psych', 'neo-psychedelic']"
K'Naan,['reggae fusion']
Hoodie Allen Featuring Ed Sheeran,"['indie pop rap', 'pop rap']"
Big Sean Featuring Kanye West & Roscoe Dash,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Polo & Pan,"['dark disco', 'electro-pop francais', 'french indietronica', 'new french touch']"
Arnold Schoenberg,"['austro-german modernism', 'avant-garde', 'classical', 'early modern classical', 'post-romantic era', 'serialism']"
Hatti Vatti,"['polish ambient', 'polish electronica']"
Yo Yo Honey Singh,"['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']"
Nelly Featuring Jeremih,"['dance pop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'st louis rap', 'urban contemporary']"
In Her Own Words,"['alternative emo', 'anthem emo', 'easycore', 'pop punk', 'socal pop punk']"
The New Mastersounds,"['afrobeat', 'bboy', 'brit funk', 'funk', 'hammond organ', 'instrumental funk', 'jam band', 'modern funk', 'soul']"
The Velvet Underground,"['alternative rock', 'art rock', 'classic rock', 'folk rock', 'melancholia', 'permanent wave', 'protopunk', 'psychedelic rock', 'rock']"
Marshall Law,"['birmingham metal', 'british power metal']"
Reyer,"['christelijk', 'christian pop', 'german worship', 'world worship']"
Toothgrinder,['american metalcore']
Tensei,['abstract beats']
Roddy Ricch Featuring Meek Mill,"['melodic rap', 'rap', 'trap']"
Romeo Santos Featuring Drake,"['bachata', 'latin']"
Matt Carlson,['ukulele']
Pearl Jam,"['grunge', 'permanent wave', 'rock']"
Lucy In Disguise,"['chillsynth', 'synthwave', 'vaporwave']"
G-Eazy & Kehlani,"['indie pop rap', 'oakland hip hop', 'pop', 'pop rap', 'rap']"
Krewella,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'melodic dubstep', 'pop dance']"
Vishal Dadlani,"['desi pop', 'filmi', 'indian instrumental', 'modern bollywood']"
Doomshine,"['doom metal', 'epic doom', 'neo-trad doom metal']"
Pardison Fontaine Featuring Cardi B,"['rap', 'upstate ny rap']"
Hawk Nelson,"['canadian ccm', 'ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']"
Bebe Rexha & Florida Georgia Line,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop']"
Nipsey Hussle Featuring Belly & DOM KENNEDY,"['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Los Llayras,"['cumbia', 'cumbia andina mexicana', 'cumbia sonidera', 'tropical']"
T-Pain Featuring B.o.B,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
Wolfgang Lohr,"['electro swing', 'nu jazz']"
Machine Gun Kelly,['ohio hip hop']
Tim McGraw With Taylor Swift,"['contemporary country', 'country', 'country road']"
Cali Swag District,['pop rap']
Lil Wayne & Charlie Puth,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']"
Diddy - Dirty Money Featuring Drake,"['hip pop', 'pop rap', 'urban contemporary']"
Jett Rebel,"['dutch indie', 'dutch pop', 'dutch rock']"
MxPx,"['christian punk', 'pop punk', 'punk', 'ska punk', 'skate punk']"
Job For A Cowboy,"['deathcore', 'melodic metalcore']"
Michael Ray,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Matty B,"['australian comedy', 'australian underground hip hop', 'west australian hip hop']"
